"Date"	"P"	"Q"	"E"
1981-01-18	0	53.276	32.97
1981-01-19	8.94	51.919	24.8
1981-01-20	1.33	58.788	31.21
1981-01-21	0.59	66.679	28.61
1981-01-22	0	57.028	23.2
1981-01-23	0	55.553	26.73
1981-01-24	0	54.252	32.33
1981-01-25	0	53.334	35.21
1981-01-26	0	52.221	37.67
1981-01-27	4.48	50.018	29.68
1981-01-28	16.83	55.061	21.22
1981-01-29	2.66	76.817	24.52
1981-01-30	0.75	81.125	28.07
1981-01-31	0	58.277	27.97
1981-02-01	0	50.074	30.62
1981-02-02	0	47.129	30.28
1981-02-03	0	59.94	32.2
1981-02-04	0	81.591	31.87
1981-02-05	23.26	55.629	20.63
1981-02-06	5.42	51.446	25.87
1981-02-07	0	49.676	28.36
1981-02-08	0	48.813	29.75
1981-02-09	0	48.006	32.71
1981-02-10	0	47.356	20.17
1981-02-11	0.04	47.269	26.22
1981-02-12	0.02	45.599	27.2
1981-02-13	0	44.722	32.22
1981-02-14	0	43.537	34.31
1981-02-15	0	43.917	33.6
1981-02-16	0	43.95	33.75
1981-02-17	0	44.064	35.11
1981-02-18	0	44.114	24.49
1981-02-19	0	44.936	23.88
1981-02-20	0	45.297	25.62
1981-02-21	0	44.732	26.93
1981-02-22	0.42	43.652	26.6
1981-02-23	1.36	41.913	27.08
1981-02-24	0	42.914	29.56
1981-02-25	0.09	41.338	26
1981-02-26	0	39.52	28.21
1981-02-27	0	38.579	29.41
1981-02-28	0	38.579	30.36
1981-03-01	0	38.579	30.38
1981-03-02	16.26	38.726	22.57
1981-03-03	0	51.695	21.13
1981-03-04	3.07	54.265	19.4
1981-03-05	2.35	45.98	19.06
1981-03-06	0.63	51.513	23.77
1981-03-07	0	50.322	26.12
1981-03-08	0	45.127	27.51
1981-03-09	0.43	43.964	21.25
1981-03-10	9.19	46.306	17.97
1981-03-11	3.54	63.677	19.33
1981-03-12	0.3	54.863	21.33
1981-03-13	5.41	51.095	16.25
1981-03-14	44.44	50.71	16.32
1981-03-15	5.16	291.076	19.27
1981-03-16	27.82	284.775	21.48
1981-03-17	0	92.111	20.63
1981-03-18	0	66.145	25.49
1981-03-19	0	57.687	30.09
1981-03-20	0.67	52.887	19.36
1981-03-21	8.21	51.577	18.03
1981-03-22	0	68.626	20.33
1981-03-23	3.12	56.934	22.51
1981-03-24	0	51.4	23.9
1981-03-25	0.26	49.915	17.87
1981-03-26	0	49.337	23.63
1981-03-27	0.5	48.463	24.57
1981-03-28	12.78	48.09	23.56
1981-03-29	3.84	69.164	24.91
1981-03-30	24.43	94.035	17.63
1981-03-31	6.63	86.536	22.4
1981-04-01	8.39	103.949	22.3
1981-04-02	1.3	62.088	24.13
1981-04-03	0	55.474	26.21
1981-04-04	0	52.467	23.87
1981-04-05	0.06	51.932	24.37
1981-04-06	4.17	50.961	21.15
1981-04-07	0.03	56.117	24.02
1981-04-08	0.02	50.027	25.78
1981-04-09	0	48.484	25.43
1981-04-10	0	47.722	19
1981-04-11	0	46.889	20.99
1981-04-12	0	45.854	23.23
1981-04-13	1.35	45.595	17.75
1981-04-14	7.41	59.551	15.6
1981-04-15	3.48	75.618	19.56
1981-04-16	0.33	52.929	16.87
1981-04-17	0.21	49.906	17.1
1981-04-18	0	48.867	19.27
1981-04-19	0	47.892	18.97
1981-04-20	0.14	47.984	16.37
1981-04-21	0	47.612	18.83
1981-04-22	0	46.87	20.89
1981-04-23	0.15	46.63	19.13
1981-04-24	1.87	46.751	18.54
1981-04-25	0.16	47.308	12.69
1981-04-26	0.2	47.147	15.4
1981-04-27	0.88	47.178	17.55
1981-04-28	4.4	49.852	12.25
1981-04-29	9.64	84.017	14.78
1981-04-30	0.3	76.914	17.8
1981-05-01	0	60.35	19.37
1981-05-02	0.21	55.218	20.53
1981-05-03	1.87	50.55	18.87
1981-05-04	0.97	50.879	20.06
1981-05-05	0.43	50.637	19.99
1981-05-06	5.6	49.176	11.96
1981-05-07	28.75	52.59	14.25
1981-05-08	8.74	125.27	11.05
1981-05-09	7	99.766	10.91
1981-05-10	13.13	103.951	9.4
1981-05-11	12.35	173.358	11.51
1981-05-12	1.2	109.209	14.08
1981-05-13	0.74	92.018	14.73
1981-05-14	0	76.31	16.42
1981-05-15	0	64.848	15.53
1981-05-16	0	60.245	14.52
1981-05-17	6.69	57.481	11.65
1981-05-18	3.12	59.252	10.86
1981-05-19	0	75.696	10.95
1981-05-20	0.09	58.499	12.04
1981-05-21	0	55.468	10.99
1981-05-22	0.09	54.155	13.02
1981-05-23	2.28	54.403	15.33
1981-05-24	5.26	55.021	13.07
1981-05-25	15.43	62.829	11.08
1981-05-26	42.89	98.087	15.61
1981-05-27	12.55	246.002	10.05
1981-05-28	7.84	126.383	11.8
1981-05-29	5.79	128.646	14.64
1981-05-30	5.69	103.097	13.07
1981-05-31	4.25	98.69	11.31
1981-06-01	9.96	99.826	13.29
1981-06-02	2.74	98.729	9.71
1981-06-03	9.08	145.753	10.05
1981-06-04	15.45	240.861	10.62
1981-06-05	3.91	137.343	11.26
1981-06-06	0.33	102.233	11.87
1981-06-07	0	86.613	11.02
1981-06-08	0	79.346	8.66
1981-06-09	1.9	76.112	10.17
1981-06-10	8.7	94.096	8.93
1981-06-11	7.64	135.557	11.15
1981-06-12	11.24	153.275	10.13
1981-06-13	4.99	122.567	10.34
1981-06-14	17.45	231.601	11.22
1981-06-15	18.98	281.354	9.74
1981-06-16	4.1	203.497	8.78
1981-06-17	3.55	143.188	5.7
1981-06-18	0.65	121.236	6.11
1981-06-19	4.35	130.619	8.8
1981-06-20	0.04	117.712	7.13
1981-06-21	0.96	101.186	10.41
1981-06-22	7.79	102.17	9.81
1981-06-23	21.49	207.395	4.59
1981-06-24	9.49	164.645	5.3
1981-06-25	16.76	209.657	6.29
1981-06-26	17.72	283.094	9.47
1981-06-27	11.12	297.269	9.89
1981-06-28	2.39	220.02	11.8
1981-06-29	5.88	171.499	12.19
1981-06-30	0.91	151.038	12.61
1981-07-01	4.09	143.294	10.4
1981-07-02	3.23	138.242	9.17
1981-07-03	8.9	136.276	6.92
1981-07-04	23.81	147.045	6.65
1981-07-05	22.26	297.205	9.1
1981-07-06	17.06	365.572	8.66
1981-07-07	5.57	316.039	8.14
1981-07-08	11.2	251.851	9.98
1981-07-09	17.64	322.749	9.06
1981-07-10	5.82	564.024	7.64
1981-07-11	2.64	292.953	5.17
1981-07-12	10.96	242.038	5.01
1981-07-13	8.94	277.231	7.05
1981-07-14	0.3	255.759	6.61
1981-07-15	0	221.163	8.45
1981-07-16	0.26	194.545	10.63
1981-07-17	1.88	182.693	11.96
1981-07-18	0.02	175.417	11.98
1981-07-19	0	170.17	12.79
1981-07-20	2.66	161.432	10.43
1981-07-21	27.72	166.367	12.76
1981-07-22	29.9	293.847	8.5
1981-07-23	11.75	469.025	10.43
1981-07-24	27.26	388.716	9.1
1981-07-25	7.96	417.202	8.54
1981-07-26	4.98	378.874	9.1
1981-07-27	11.55	310.284	9.09
1981-07-28	2.88	303.897	5.44
1981-07-29	23.66	284.053	7.36
1981-07-30	2.55	349.635	10.43
1981-07-31	1.29	353.381	7
1981-08-01	0.08	279.331	7.22
1981-08-02	3.18	251.448	7.14
1981-08-03	8.92	235.76	8.8
1981-08-04	15.53	252.905	12.12
1981-08-05	3.25	306.154	11.51
1981-08-06	6.12	256.328	9.73
1981-08-07	3.84	268.022	11
1981-08-08	3.58	247.179	6.02
1981-08-09	30.26	232.538	8.98
1981-08-10	16.65	454.415	9.94
1981-08-11	0.3	472.883	9.32
1981-08-12	5.23	318.552	6.77
1981-08-13	15.98	294.726	7.88
1981-08-14	21.52	425.428	8.12
1981-08-15	18.48	626.305	9.59
1981-08-16	0.32	870.646	11.14
1981-08-17	7.54	545.195	9.96
1981-08-18	6.04	408.078	9.1
1981-08-19	12.57	382.148	11.6
1981-08-20	3.91	467.257	14.41
1981-08-21	26.72	383.413	8.96
1981-08-22	11.44	554.421	9.65
1981-08-23	14.94	608.012	10.21
1981-08-24	10.06	563.363	10.63
1981-08-25	0	429.535	12.46
1981-08-26	1.49	378.882	14.38
1981-08-27	15.36	350.351	9.22
1981-08-28	13.18	429.654	8.67
1981-08-29	15.11	407.669	12.56
1981-08-30	6.8	570.589	11.12
1981-08-31	13.84	447.908	10.89
1981-09-01	2.11	389.618	10.57
1981-09-02	4.67	375.751	11.73
1981-09-03	1.45	357.639	11.74
1981-09-04	3.54	340.748	11.34
1981-09-05	1.86	329.43	13.35
1981-09-06	0	302.566	14.04
1981-09-07	0.49	289.2	17.31
1981-09-08	0	271.781	19.47
1981-09-09	0	262.799	17.6
1981-09-10	0	255.322	19.73
1981-09-11	0.13	250.851	17.82
1981-09-12	0.08	246.832	13.08
1981-09-13	0	242.805	14.29
1981-09-14	0	236.807	15.83
1981-09-15	0	231.968	16.9
1981-09-16	4.44	236.787	20.72
1981-09-17	0.37	222.767	22.59
1981-09-18	0	217.734	18.21
1981-09-19	0	212.194	15.82
1981-09-20	0	208.637	17.12
1981-09-21	0	205.886	20.65
1981-09-22	0	203.58	13.38
1981-09-23	4.14	208.847	11.45
1981-09-24	4.65	221.017	10.69
1981-09-25	6.33	225.039	12.1
1981-09-26	0	204.092	12.02
1981-09-27	31.94	377.156	11.14
1981-09-28	14.48	356.216	13.6
1981-09-29	0.24	239.254	14.44
1981-09-30	0.13	212.946	18.14
1981-10-01	2.82	203.518	17.55
1981-10-02	3	206.42	19.69
1981-10-03	25.26	198.779	10.9
1981-10-04	7.26	336.512	12.71
1981-10-05	13.02	305.259	18.03
1981-10-06	0.05	228.594	20.84
1981-10-07	0	207.84	17.65
1981-10-08	0	196.206	18
1981-10-09	0.04	190.155	24.39
1981-10-10	0.14	186.263	15.13
1981-10-11	0	183.192	18.07
1981-10-12	0	180.361	19.57
1981-10-13	0	177.198	21.79
1981-10-14	0.02	173.199	16.4
1981-10-15	1.3	171.232	14.25
1981-10-16	1.74	173.914	15.75
1981-10-17	0.14	173.282	13.52
1981-10-18	0.21	169.049	18.22
1981-10-19	0.14	167.837	19.17
1981-10-20	8.85	164.384	17.52
1981-10-21	7.12	182.414	17.1
1981-10-22	1.96	193.429	14.6
1981-10-23	0.4	172.364	15.9
1981-10-24	0	166.387	19.45
1981-10-25	0	159.652	21.89
1981-10-26	1.01	155.76	24.29
1981-10-27	0	152.203	27.06
1981-10-28	8.25	146.31	20.19
1981-10-29	0	155.569	22.17
1981-10-30	0	151.525	22.46
1981-10-31	0	144.709	20.42
1981-11-01	0	142.625	22.32
1981-11-02	1.87	140.604	22.71
1981-11-03	0.23	138.287	23.15
1981-11-04	7.31	152.319	18
1981-11-05	8.76	181.593	16.23
1981-11-06	3.93	148.778	17.03
1981-11-07	1.3	143.868	20.38
1981-11-08	0	136.247	23.61
1981-11-09	2.05	135.402	22
1981-11-10	23.3	235.201	15.95
1981-11-11	13.55	199.817	15.54
1981-11-12	2.41	172.123	14.86
1981-11-13	14.88	182.223	16.22
1981-11-14	2.27	167.493	17.94
1981-11-15	0.28	147.165	16.4
1981-11-16	8.58	177.381	13.18
1981-11-17	4.74	173.403	14.91
1981-11-18	9.09	209.382	19.83
1981-11-19	0.84	167.567	22.91
1981-11-20	7.38	183.801	20.29
1981-11-21	3.09	176.93	21.87
1981-11-22	0	149.047	24.62
1981-11-23	4.06	136.823	26.37
1981-11-24	8.4	142.743	21.16
1981-11-25	5.32	157.456	23.31
1981-11-26	0	134.984	26.29
1981-11-27	0	126.515	29.95
1981-11-28	0.23	122.111	28.95
1981-11-29	5.66	127.67	25.97
1981-11-30	2.63	122.144	21.92
1981-12-01	0	116.766	23.45
1981-12-02	0.5	116.892	25.08
1981-12-03	4.52	115.227	23.96
1981-12-04	1.25	126.833	28.58
1981-12-05	0	120.341	24.88
1981-12-06	0	109.861	25.19
1981-12-07	0.11	108.145	18.9
1981-12-08	0.88	106.269	17
1981-12-09	2.56	107.135	18.1
1981-12-10	0.02	119.745	23.92
1981-12-11	0.25	117.68	26.79
1981-12-12	3.01	104.296	19.96
1981-12-13	6.55	105.569	19.11
1981-12-14	6.17	119.542	18.9
1981-12-15	1.63	118.119	22.46
1981-12-16	0.18	112.048	27.25
1981-12-17	0	105.177	32
1981-12-18	0	98.576	29.18
1981-12-19	0.15	94.312	21.02
1981-12-20	0	94.455	22.48
1981-12-21	0	93.476	26.55
1981-12-22	0	91.449	25.57
1981-12-23	0	90.428	24.82
1981-12-24	0	92.764	23.44
1981-12-25	0	90.551	23.89
1981-12-26	0	93.097	21.94
1981-12-27	0	90.331	24.48
1981-12-28	0	88.331	27.47
1981-12-29	0.02	86.873	27.71
1981-12-30	0	84.875	29.98
1981-12-31	0.07	82.736	31.2
1982-01-01	1.87	67.678	25.13
1982-01-02	0.13	81.657	21.52
1982-01-03	0.13	80.581	26.53
1982-01-04	0	84.031	23.97
1982-01-05	0	79.472	27.28
1982-01-06	0.19	77.361	25.93
1982-01-07	5.35	75.703	21
1982-01-08	1.82	85.939	23
1982-01-09	0	89.074	30.79
1982-01-10	0	84.635	34.08
1982-01-11	0.42	77.468	36.39
1982-01-12	0.73	72.336	31.4
1982-01-13	1.87	69.375	22.63
1982-01-14	0	74.049	27.14
1982-01-15	0	74.141	30.58
1982-01-16	0	70.463	29.84
1982-01-17	0	67.582	31.1
1982-01-18	0.11	65.084	31.63
1982-01-19	0	65.198	31.61
1982-01-20	0	62.621	33.14
1982-01-21	0.14	60.805	36.86
1982-01-22	2.83	59.437	26.71
1982-01-23	0	61.76	35.64
1982-01-24	1.04	63.62	40.56
1982-01-25	44.59	58.588	22.59
1982-01-26	33.32	165.953	17.98
1982-01-27	12.17	219.544	24.08
1982-01-28	0	117.049	27.24
1982-01-29	0.31	84.712	31.4
1982-01-30	4.28	72.86	23.99
1982-01-31	0.78	68.469	21.94
1982-02-01	0	66.96	23.4
1982-02-02	0	63.366	26.09
1982-02-03	0	62.026	27.9
1982-02-04	0	59.27	23.51
1982-02-05	0	57.478	28.41
1982-02-06	0	55.252	30.65
1982-02-07	0	55.953	35.3
1982-02-08	0.07	57.003	36.85
1982-02-09	1.33	54.942	22.99
1982-02-10	0.76	53.721	29.6
1982-02-11	0	55.959	31.34
1982-02-12	0	53.335	34.38
1982-02-13	0.28	50.415	33.52
1982-02-14	0	48.915	34.21
1982-02-15	0	54.943	34.03
1982-02-16	0.76	52.431	24.17
1982-02-17	1.74	50.715	25.2
1982-02-18	0	49.766	20.92
1982-02-19	0.02	51.638	23.67
1982-02-20	0	54.313	23.93
1982-02-21	1.08	50.471	23.48
1982-02-22	0.94	51.756	28.62
1982-02-23	0.11	49.295	23.68
1982-02-24	0.38	47.482	24.07
1982-02-25	0	48.717	27.04
1982-02-26	0.84	47.781	18.82
1982-02-27	0	47.383	23.56
1982-02-28	0	47.383	24.68
1982-03-01	0	47.383	21.03
1982-03-02	0.24	47.641	24.59
1982-03-03	0.53	49.804	28.63
1982-03-04	0	48.482	27.7
1982-03-05	0.14	46.926	30.16
1982-03-06	0.5	46.358	27.07
1982-03-07	0.91	46.433	31.3
1982-03-08	2.32	48.987	25.02
1982-03-09	29.1	69.995	18.47
1982-03-10	9.38	147.652	19.41
1982-03-11	2.69	66.585	20.93
1982-03-12	0.98	60.344	24.85
1982-03-13	0	58.384	26.24
1982-03-14	0	53.918	27.53
1982-03-15	0.02	51.596	28.37
1982-03-16	0.92	51.348	27.56
1982-03-17	1.1	54.201	22.02
1982-03-18	0.07	51.821	23.04
1982-03-19	0	51.886	24.9
1982-03-20	0	50.023	24.18
1982-03-21	0	48.543	26.75
1982-03-22	2.48	47.998	28.26
1982-03-23	33.4	45.975	19.29
1982-03-24	10.5	141.036	19.33
1982-03-25	0	115.911	23.56
1982-03-26	0.09	65.765	23.32
1982-03-27	0	56.992	22.35
1982-03-28	0.85	54.113	17.79
1982-03-29	12.58	53.048	18.88
1982-03-30	2.4	62.13	21.19
1982-03-31	0.31	68.853	22.95
1982-04-01	0.05	55.991	23.75
1982-04-02	0.76	51.244	21.4
1982-04-03	1.11	52.882	15.19
1982-04-04	0.05	56.118	18.1
1982-04-05	0	52.184	17.64
1982-04-06	0.1	51.763	19.69
1982-04-07	0.94	51.822	19.4
1982-04-08	0	51.734	21
1982-04-09	0	50.553	22.08
1982-04-10	0	49.438	23.19
1982-04-11	0	49.09	23.66
1982-04-12	0	48.463	24.05
1982-04-13	0	47.856	23.06
1982-04-14	0	46.978	25.11
1982-04-15	2.94	47.727	24.27
1982-04-16	38.08	145.98	16.4
1982-04-17	0.03	111.228	15.89
1982-04-18	0	64.278	16.82
1982-04-19	0.09	56.707	17.92
1982-04-20	0	54.336	17.55
1982-04-21	0	52.261	19.02
1982-04-22	0	51.201	20.83
1982-04-23	0.4	50.717	20.24
1982-04-24	0.4	50.177	21.97
1982-04-25	2.78	53.853	14.69
1982-04-26	9.77	78.66	11.56
1982-04-27	11.63	92.248	9.08
1982-04-28	49.58	379.753	11.61
1982-04-29	18.96	297.801	13.52
1982-04-30	7.61	167.284	14.57
1982-05-01	0.04	112.326	15.53
1982-05-02	0	103.046	16.56
1982-05-03	0	85.335	18.45
1982-05-04	0.49	76.215	17.7
1982-05-05	12.73	69.724	13.17
1982-05-06	18.5	97.486	11.36
1982-05-07	9.4	183.066	11.21
1982-05-08	0.1	133.157	11.93
1982-05-09	0.16	101.977	10.7
1982-05-10	1.81	83.393	12.82
1982-05-11	0.72	76.449	10.62
1982-05-12	2.92	76.193	10.5
1982-05-13	9.06	81.016	12.11
1982-05-14	3.57	106.258	12.98
1982-05-15	0	97.649	14.43
1982-05-16	0.02	78.379	16.3
1982-05-17	0	73.336	18.09
1982-05-18	0	71.083	19.78
1982-05-19	4.42	68.961	14.46
1982-05-20	4.13	66.882	9.89
1982-05-21	8.78	78.94	8.56
1982-05-22	14.31	100.652	8.29
1982-05-23	7.16	147.814	11.16
1982-05-24	10.98	168.775	11.78
1982-05-25	0.12	147.104	11.6
1982-05-26	1.11	107.791	13.1
1982-05-27	0.76	93.476	17.16
1982-05-28	0.35	86.971	12.8
1982-05-29	14	80.746	13.81
1982-05-30	1.71	113.335	13.74
1982-05-31	27.79	117.091	8.6
1982-06-01	5.57	163.885	9.51
1982-06-02	12.71	212.743	8.51
1982-06-03	1.36	168.413	8.86
1982-06-04	0	126.011	10.25
1982-06-05	0.22	112.048	10.4
1982-06-06	0	103.315	10.3
1982-06-07	0.41	97.375	9.3
1982-06-08	0	91.812	10.4
1982-06-09	0.08	88.231	11.58
1982-06-10	1.33	84.885	11.6
1982-06-11	5.33	91.825	9.19
1982-06-12	0.58	96.279	11.4
1982-06-13	0.05	85.742	11.26
1982-06-14	1.28	80.909	15.07
1982-06-15	1.91	80.255	8.25
1982-06-16	8.13	111.115	9.21
1982-06-17	1.77	94.31	8.6
1982-06-18	5.61	97.728	7.75
1982-06-19	0	92.419	9.13
1982-06-20	5.57	93.5	6.82
1982-06-21	30.92	233.68	7.1
1982-06-22	20.64	348.683	10.17
1982-06-23	22.94	236.022	9.9
1982-06-24	0.28	185.25	9.01
1982-06-25	0.01	143.98	8.55
1982-06-26	0.16	124.453	8.46
1982-06-27	0.28	117.443	7.78
1982-06-28	3.46	116.415	10.12
1982-06-29	0	112.028	9.48
1982-06-30	0.09	107.211	10.23
1982-07-01	0	105.443	10.47
1982-07-02	0.09	103.404	9.61
1982-07-03	0.02	98.95	9.5
1982-07-04	0	96.538	9.05
1982-07-05	0.76	95.038	6.42
1982-07-06	2.13	91.645	5.86
1982-07-07	3.5	102.313	8.29
1982-07-08	1.19	107.033	8.97
1982-07-09	1.35	115.661	9.71
1982-07-10	0.07	96.487	8.81
1982-07-11	0.12	91.847	9.4
1982-07-12	3.48	89.542	10.4
1982-07-13	0.54	93.455	10.67
1982-07-14	1.51	90.187	10.29
1982-07-15	0	88.724	9.01
1982-07-16	0	86.174	8.24
1982-07-17	0	83.887	7.18
1982-07-18	1.08	82.906	3.63
1982-07-19	15.31	84.384	7.09
1982-07-20	0.11	105.258	8.89
1982-07-21	0	111.68	8.14
1982-07-22	0.07	93.5	9.46
1982-07-23	0.25	86.02	11.04
1982-07-24	0.22	82.273	12.25
1982-07-25	0.06	86.186	12.33
1982-07-26	1.94	88.273	12.08
1982-07-27	0	88.667	11.79
1982-07-28	1.85	86.261	10.53
1982-07-29	8.1	81.646	6.87
1982-07-30	7.09	135.787	8.17
1982-07-31	5.32	127.8	9.21
1982-08-01	3.34	128.362	10.53
1982-08-02	2.23	162.316	11.77
1982-08-03	1.51	131.975	11.12
1982-08-04	3.02	108.909	11.46
1982-08-05	0.02	106.533	11.91
1982-08-06	0.02	96.127	13.15
1982-08-07	0	91.6	13.63
1982-08-08	0.02	88.742	14.79
1982-08-09	0	86.086	15.68
1982-08-10	2	83.7	15.66
1982-08-11	6.97	80.819	15.67
1982-08-12	4.74	84.813	10.66
1982-08-13	8.08	98.599	10.93
1982-08-14	2.75	119.507	10.65
1982-08-15	0.61	105.286	12.52
1982-08-16	0.75	92.399	13.2
1982-08-17	0.09	84.629	13.97
1982-08-18	0	80.884	14.35
1982-08-19	0	78.869	15.64
1982-08-20	0.04	77.341	18.41
1982-08-21	0.35	76.165	16.68
1982-08-22	2.18	75.566	17.29
1982-08-23	1.25	79.807	18.43
1982-08-24	0	76.312	19.08
1982-08-25	0.53	74.068	16.75
1982-08-26	0.04	73.688	15.73
1982-08-27	0	72.247	17.46
1982-08-28	0	71.367	20.07
1982-08-29	0	69.529	22.2
1982-08-30	0.78	67.292	15.86
1982-08-31	4.95	67.956	15.54
1982-09-01	0.02	70.47	17.9
1982-09-02	6.29	72.063	15.96
1982-09-03	2.67	79.879	12.4
1982-09-04	5.26	82.24	12.31
1982-09-05	0.09	71.926	13.65
1982-09-06	4.88	70.877	9.42
1982-09-07	5.54	108.918	9.92
1982-09-08	4.32	88.604	14.77
1982-09-09	14.4	150.02	8.07
1982-09-10	11.62	146.052	9.41
1982-09-11	9.61	152.729	11.83
1982-09-12	0	116.689	14.77
1982-09-13	4.18	91.37	16.9
1982-09-14	0.02	82.327	18
1982-09-15	0	77.025	19.45
1982-09-16	0.93	74.195	21.8
1982-09-17	16.65	105.489	14.36
1982-09-18	7.35	157.676	12.92
1982-09-19	0.68	116.147	12.2
1982-09-20	4.69	88.844	14.28
1982-09-21	0	80.263	15.91
1982-09-22	0	75.709	17.09
1982-09-23	0	72.382	16.19
1982-09-24	0.04	70.357	18.24
1982-09-25	0	68.857	15.63
1982-09-26	6.05	77.094	14.83
1982-09-27	1.57	77.631	15.88
1982-09-28	1.74	70.673	13.16
1982-09-29	17.35	114.502	9.47
1982-09-30	6.57	158.01	11.4
1982-10-01	0.87	112.962	13.31
1982-10-02	0.08	101.593	18.87
1982-10-03	0.13	91.355	18.4
1982-10-04	8.45	79.469	14.03
1982-10-05	1.86	79.996	16.99
1982-10-06	0.71	126.228	18.06
1982-10-07	0	83.629	24.15
1982-10-08	0	76.239	16.38
1982-10-09	2.52	71.984	12.8
1982-10-10	0.16	70.569	16.6
1982-10-11	0.31	75.515	22.37
1982-10-12	0	71.021	22.45
1982-10-13	0	67.05	21.13
1982-10-14	0.49	64.499	14.1
1982-10-15	0.35	64.773	15.96
1982-10-16	1.22	68.288	13.86
1982-10-17	22.79	71.449	13.72
1982-10-18	19.73	169.554	17.08
1982-10-19	0.82	166.821	16.24
1982-10-20	5.2	99.04	13.38
1982-10-21	8.25	96.035	12.93
1982-10-22	2.2	137.406	13.55
1982-10-23	2.02	127.389	16.43
1982-10-24	0.31	111.089	21.3
1982-10-25	1.87	107.864	25.04
1982-10-26	0	93.757	29.28
1982-10-27	0	82.518	20.32
1982-10-28	0	76.523	19.63
1982-10-29	0	74.266	25.07
1982-10-30	0.16	70.527	18.07
1982-10-31	2.42	67.876	15.6
1982-11-01	2.79	70.509	18.05
1982-11-02	0	70.433	23.16
1982-11-03	0	66.282	25.9
1982-11-04	0	63.555	28.89
1982-11-05	0	60.994	31.79
1982-11-06	0	57.871	33.14
1982-11-07	0	55.708	23.77
1982-11-08	0	55.711	22.9
1982-11-09	0	54.827	21.99
1982-11-10	0.07	54.66	19.39
1982-11-11	1.29	60.176	23.24
1982-11-12	0.94	56.511	27.62
1982-11-13	0	53.869	29.16
1982-11-14	0	51.77	31.05
1982-11-15	2.67	54.231	30.5
1982-11-16	11.07	89.707	19.74
1982-11-17	3.61	62.361	19.03
1982-11-18	2.69	55.481	16.14
1982-11-19	2.54	57.674	21.27
1982-11-20	0	53.258	25.75
1982-11-21	0	50.575	27.76
1982-11-22	0	48.59	31.03
1982-11-23	0	46.918	33.97
1982-11-24	0	45.349	36.82
1982-11-25	0	44.472	21.71
1982-11-26	0	44.943	22.96
1982-11-27	0.18	44.666	19.82
1982-11-28	0.03	44.872	25.85
1982-11-29	0.49	43.884	28.59
1982-11-30	0.25	42.952	33.43
1982-12-01	1.44	42.383	19.81
1982-12-02	0	43.772	22.2
1982-12-03	0	43.868	24.55
1982-12-04	0.2	42.331	22.32
1982-12-05	0	41.518	22.61
1982-12-06	0.04	41.23	22.55
1982-12-07	5.33	40.974	18.02
1982-12-08	51.18	41.333	17.86
1982-12-09	15.02	233.116	18.08
1982-12-10	9.27	180.282	20.92
1982-12-11	0.4	133.846	25.85
1982-12-12	0	76.629	28.32
1982-12-13	0	58.985	31.58
1982-12-14	0	52.003	33.52
1982-12-15	0.61	49.42	30.66
1982-12-16	0.42	46.859	27.81
1982-12-17	0	45.328	29.71
1982-12-18	0	42.876	23.05
1982-12-19	0	41.677	22.27
1982-12-20	0.63	40.738	19.59
1982-12-21	0	41.675	25.23
1982-12-22	0	42.469	30
1982-12-23	0	40.318	32.66
1982-12-24	0	38.732	27.15
1982-12-25	0	38.791	25.59
1982-12-26	0.05	38.434	29.26
1982-12-27	0	37.437	27.6
1982-12-28	0.15	37.004	26.02
1982-12-29	0.48	38.903	30.84
1982-12-30	5.01	37.962	28.97
1982-12-31	1.47	39.056	31.95
1983-01-01	0	35.929	30.54
1983-01-02	17.69	37.126	19.1
1983-01-03	5.69	46.412	24
1983-01-04	0.76	59.041	25.23
1983-01-05	0.02	41.955	23.08
1983-01-06	0.14	38.758	26.08
1983-01-07	1.02	36.998	30.16
1983-01-08	0	35.499	35.05
1983-01-09	0.02	34.493	24.54
1983-01-10	0.4	35.223	17.78
1983-01-11	9.08	35.087	17.22
1983-01-12	10.99	43.628	16.75
1983-01-13	7.22	53.056	16.87
1983-01-14	16.76	58.647	18.72
1983-01-15	5.9	114.757	20
1983-01-16	0.43	108.043	22.14
1983-01-17	2.74	62.246	22.6
1983-01-18	0.16	49.189	20.35
1983-01-19	0	43.683	25.58
1983-01-20	0	40.327	30.09
1983-01-21	0	38.421	33.03
1983-01-22	0	36.799	34.63
1983-01-23	0	35.497	25.96
1983-01-24	0.53	34.774	26.1
1983-01-25	0	35.4	31.33
1983-01-26	0.3	34.727	27.7
1983-01-27	2.33	33.954	23.09
1983-01-28	0	37.141	28.81
1983-01-29	0	36.442	32.29
1983-01-30	0	33.997	34.42
1983-01-31	0	33.13	37.4
1983-02-01	0.02	32.071	37.9
1983-02-02	0.44	30.518	27.07
1983-02-03	0.74	30.344	27.69
1983-02-04	0	30.01	29.76
1983-02-05	0	29.165	32.88
1983-02-06	0	27.937	33.75
1983-02-07	0	27.836	35.83
1983-02-08	0	27.816	39.06
1983-02-09	0	27.498	30.82
1983-02-10	0	27.65	32.17
1983-02-11	0	27.68	25.5
1983-02-12	0	27.545	24.98
1983-02-13	0	26.974	28.29
1983-02-14	0	26.976	31
1983-02-15	0	26.884	34.6
1983-02-16	0.02	26.88	38.55
1983-02-17	0	27.293	22.17
1983-02-18	0	27.367	23.67
1983-02-19	0	26.777	26
1983-02-20	0	26.85	27.13
